src,dst,workspace,layer,edge_kind,weight,evidence_status,why
ROOT-WS-INPUTS,INPUTS-SCR-03,WS-INPUTS,optimized,navigates,0.18,designed_target,Рабочее пространство раскрывается в режимы/экраны.
INPUTS-SCR-03,IN-HEADER,WS-INPUTS,optimized,contains,0.05,designed_target,Экран содержит region.
INPUTS-SCR-03,IN-GROUPS,WS-INPUTS,optimized,contains,0.05,designed_target,Экран содержит region.
INPUTS-SCR-03,IN-FORM,WS-INPUTS,optimized,contains,0.05,designed_target,Экран содержит region.
INPUTS-SCR-03,IN-TWIN,WS-INPUTS,optimized,contains,0.05,designed_target,Экран содержит region.
INPUTS-SCR-03,IN-ACTIONS,WS-INPUTS,optimized,contains,0.05,designed_target,Экран содержит region.
ROOT-WS-INPUTS,INPUTS-SCR-04,WS-INPUTS,optimized,navigates,0.18,designed_target,Рабочее пространство раскрывается в режимы/экраны.
INPUTS-SCR-04,IN-HEADER,WS-INPUTS,optimized,contains,0.05,designed_target,Экран содержит region.
INPUTS-SCR-04,IN-GROUPS,WS-INPUTS,optimized,contains,0.05,designed_target,Экран содержит region.
INPUTS-SCR-04,IN-FORM,WS-INPUTS,optimized,contains,0.05,designed_target,Экран содержит region.
INPUTS-SCR-04,IN-TWIN,WS-INPUTS,optimized,contains,0.05,designed_target,Экран содержит region.
INPUTS-SCR-04,IN-ACTIONS,WS-INPUTS,optimized,contains,0.05,designed_target,Экран содержит region.
ROOT-WS-INPUTS,INPUTS-SCR-05,WS-INPUTS,optimized,navigates,0.18,designed_target,Рабочее пространство раскрывается в режимы/экраны.
INPUTS-SCR-05,IN-HEADER,WS-INPUTS,optimized,contains,0.05,designed_target,Экран содержит region.
INPUTS-SCR-05,IN-GROUPS,WS-INPUTS,optimized,contains,0.05,designed_target,Экран содержит region.
INPUTS-SCR-05,IN-FORM,WS-INPUTS,optimized,contains,0.05,designed_target,Экран содержит region.
INPUTS-SCR-05,IN-VALID,WS-INPUTS,optimized,contains,0.05,designed_target,Экран содержит region.
INPUTS-SCR-05,IN-ACTIONS,WS-INPUTS,optimized,contains,0.05,designed_target,Экран содержит region.
ROOT-WS-INPUTS,INPUTS-SCR-06,WS-INPUTS,optimized,navigates,0.18,designed_target,Рабочее пространство раскрывается в режимы/экраны.
INPUTS-SCR-06,IN-HEADER,WS-INPUTS,optimized,contains,0.05,designed_target,Экран содержит region.
INPUTS-SCR-06,IN-VALID,WS-INPUTS,optimized,contains,0.05,designed_target,Экран содержит region.
INPUTS-SCR-06,IN-TWIN,WS-INPUTS,optimized,contains,0.05,designed_target,Экран содержит region.
INPUTS-SCR-06,IN-ACTIONS,WS-INPUTS,optimized,contains,0.05,designed_target,Экран содержит region.
PR-HEADER,PR-TXT-TITLE,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
PR-HEADER,PR-BADGE-PROJECT-ID,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
PR-HEADER,PR-BADGE-DIRTY,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
PR-HEADER,PR-BADGE-HEALTH,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
PR-HEADER,PR-TXT-LAST-SAVE,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
PR-ACTION,PR-CARD-NEXT-ACTION,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
PR-ACTION,PR-BTN-NEXT-ACTION,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
PR-ACTION,PR-BTN-GO-INPUTS,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
PR-ACTION,PR-CARD-PIPELINE,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
PR-ACTION,PR-BTN-GO-RING,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
PR-ACTION,PR-BTN-GO-SUITE,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
PR-ACTION,PR-BTN-GO-BASELINE,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
PR-ACTION,PR-BTN-GO-OPT,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
PR-ACTION,PR-BTN-GO-DIAG,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
PR-STATUS,PR-TABLE-BLOCKERS,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
PR-STATUS,PR-TABLE-WARNINGS,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
PR-STATUS,PR-CARD-RING-STATUS,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
PR-STATUS,PR-CARD-SUITE-STATUS,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
PR-STATUS,PR-CARD-BASELINE-STATUS,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
PR-STATUS,PR-CARD-DIAG-STATUS,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
PR-RECENT,PR-TABLE-RECENT-PROJECTS,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
PR-RECENT,PR-BTN-OPEN-PROJECT,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
PR-RECENT,PR-BTN-CREATE-PROJECT,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
PR-RECENT,PR-BTN-IMPORT-PROJECT,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
PR-RUNS,PR-TABLE-RECENT-RUNS,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
PR-RUNS,PR-TABLE-RECENT-BUNDLES,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
PR-RUNS,PR-BTN-OPEN-BUNDLE,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
PR-FOOTER,PR-HELP-ANCHOR,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
IN-HEADER,IN-TXT-TITLE,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
IN-HEADER,IN-BADGE-DIRTY,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
IN-HEADER,IN-BADGE-UNIT-PROFILE,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
IN-HEADER,IN-BADGE-MIRROR-MODE,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
IN-HEADER,IN-STATUS-HANDOFF-READINESS,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
IN-HEADER,IN-TXT-UNSAVED-COUNT,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
IN-GROUPS,IN-TABS-GROUPS,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
IN-GROUPS,IN-TREE-GROUPS,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
IN-GROUPS,IN-BTN-EXPAND-ALL,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
IN-GROUPS,IN-BTN-COLLAPSE-ALL,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
IN-FORM,IN-LIST-GROUP-FIELDS,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
IN-FORM,IN-CARD-GROUP-SUMMARY,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
IN-FORM,IN-BTN-FILTER-REQUIRED,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
IN-FORM,IN-BTN-SHOW-ONLY-INVALID,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
IN-FORM,IN-FORM-FIELD-HOST,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
IN-FORM,IN-BTN-COMPARE-LAST-SAVED,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
IN-TWIN,IN-CANVAS-FRAME-TOP,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
IN-TWIN,IN-CANVAS-SUSP-FRONT,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
IN-TWIN,IN-CANVAS-SUSP-SIDE,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
IN-TWIN,IN-CANVAS-PNEUMO-SCHEME,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
IN-TWIN,IN-CANVAS-CYLINDER-RANGE,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
IN-TWIN,IN-CANVAS-MASS-MAP,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
IN-TWIN,IN-LEGEND-TWIN-MODE,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
IN-TWIN,IN-TXT-TWIN-SOURCE,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
IN-TWIN,IN-TXT-TWIN-WARNING,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
IN-VALID,IN-BANNER-VALIDATION,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
IN-VALID,IN-TABLE-VALIDATION-ISSUES,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
IN-VALID,IN-TABLE-DIRTY-DIFF,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
IN-ACTIONS,IN-BTN-VALIDATE,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
IN-ACTIONS,IN-BTN-SAVE,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
IN-ACTIONS,IN-BTN-APPLY,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
IN-ACTIONS,IN-BTN-REVERT-GROUP,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
IN-ACTIONS,IN-BTN-RESET-DEFAULTS,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
IN-ACTIONS,IN-BTN-BACK-PROJECT,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
IN-ACTIONS,IN-BTN-TO-RING,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
IN-ACTIONS,IN-BTN-TO-SUITE,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
IN-ACTIONS,IN-BTN-OPEN-DIAG,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
IN-ACTIONS,IN-HELP-ANCHOR,WS-INPUTS,optimized,contains,0.03,designed_target,Region contains element.
ROOT-WS-INPUTS,FIELDGROUP-WS-INPUTS-group_project_meta,WS-INPUTS,optimized,contains,0.07,designed_target,Workspace contains field groups.
ROOT-WS-INPUTS,FIELDGROUP-WS-INPUTS-group_frame_geometry,WS-INPUTS,optimized,contains,0.07,designed_target,Workspace contains field groups.
ROOT-WS-INPUTS,FIELDGROUP-WS-INPUTS-group_masses_inertia,WS-INPUTS,optimized,contains,0.07,designed_target,Workspace contains field groups.
ROOT-WS-INPUTS,FIELDGROUP-WS-INPUTS-group_springs,WS-INPUTS,optimized,contains,0.07,designed_target,Workspace contains field groups.
ROOT-WS-INPUTS,FIELDGROUP-WS-INPUTS-group_cylinders,WS-INPUTS,optimized,contains,0.07,designed_target,Workspace contains field groups.
ROOT-WS-INPUTS,FIELDGROUP-WS-INPUTS-group_pneumatics,WS-INPUTS,optimized,contains,0.07,designed_target,Workspace contains field groups.
ROOT-WS-INPUTS,FIELDGROUP-WS-INPUTS-group_numerics,WS-INPUTS,optimized,contains,0.07,designed_target,Workspace contains field groups.
ROOT-WS-INPUTS,FIELDGROUP-WS-INPUTS-group_flags_modes,WS-INPUTS,optimized,contains,0.07,designed_target,Workspace contains field groups.
FIELDGROUP-WS-INPUTS-group_project_meta,PI-FLD-PROJECT-NAME,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_project_meta,PI-FLD-PROJECT-CODE,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_project_meta,PI-FLD-WORKSPACE-ROOT,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_project_meta,PI-FLD-VEHICLE-VARIANT,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_project_meta,PI-FLD-UNIT-PROFILE,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_project_meta,PI-FLD-MIRROR-MODE,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_frame_geometry,PI-FLD-WHEELBASE,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_frame_geometry,PI-FLD-FRONT-TRACK,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_frame_geometry,PI-FLD-REAR-TRACK,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_frame_geometry,PI-FLD-FRAME-LENGTH,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_frame_geometry,PI-FLD-FRAME-WIDTH,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_frame_geometry,PI-FLD-FRAME-HEIGHT,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_frame_geometry,PI-FLD-GROUND-CLEARANCE,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_frame_geometry,PI-FLD-CG-X,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_frame_geometry,PI-FLD-CG-Y,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_frame_geometry,PI-FLD-CG-Z,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_masses_inertia,PI-FLD-MASS-TOTAL,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_masses_inertia,PI-FLD-MASS-SPRUNG,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_masses_inertia,PI-FLD-MASS-UNSPRUNG-FRONT,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_masses_inertia,PI-FLD-MASS-UNSPRUNG-REAR,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_masses_inertia,PI-FLD-IXX,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_masses_inertia,PI-FLD-IYY,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_masses_inertia,PI-FLD-IZZ,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_masses_inertia,PI-FLD-PAYLOAD,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_springs,PI-FLD-SPRING-MODE-FR-C1,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_springs,PI-FLD-SPRING-RATE-FR-C1,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_springs,PI-FLD-SPRING-PRELOAD-FR-C1,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_springs,PI-FLD-SPRING-MODE-FR-C2,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_springs,PI-FLD-SPRING-RATE-FR-C2,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_springs,PI-FLD-SPRING-PRELOAD-FR-C2,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_springs,PI-FLD-SPRING-MODE-RR-C1,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_springs,PI-FLD-SPRING-RATE-RR-C1,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_springs,PI-FLD-SPRING-PRELOAD-RR-C1,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_springs,PI-FLD-SPRING-MODE-RR-C2,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_springs,PI-FLD-SPRING-RATE-RR-C2,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_springs,PI-FLD-SPRING-PRELOAD-RR-C2,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_cylinders,PI-FLD-CYL-BORE-FR-C1,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_cylinders,PI-FLD-CYL-STROKE-FR-C1,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_cylinders,PI-FLD-CYL-TOP-Z-FR-C1,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_cylinders,PI-FLD-CYL-TOP-Y-FR-C1,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_cylinders,PI-FLD-CYL-BORE-FR-C2,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_cylinders,PI-FLD-CYL-STROKE-FR-C2,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_cylinders,PI-FLD-CYL-TOP-Z-FR-C2,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_cylinders,PI-FLD-CYL-TOP-Y-FR-C2,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_cylinders,PI-FLD-CYL-BORE-RR-C1,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_cylinders,PI-FLD-CYL-STROKE-RR-C1,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_cylinders,PI-FLD-CYL-TOP-Z-RR-C1,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_cylinders,PI-FLD-CYL-TOP-Y-RR-C1,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_cylinders,PI-FLD-CYL-BORE-RR-C2,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_cylinders,PI-FLD-CYL-STROKE-RR-C2,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_cylinders,PI-FLD-CYL-TOP-Z-RR-C2,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_cylinders,PI-FLD-CYL-TOP-Y-RR-C2,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_pneumatics,PI-FLD-SUPPLY-P-NOM,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_pneumatics,PI-FLD-SUPPLY-P-MAX,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_pneumatics,PI-FLD-RECEIVER-1-V,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_pneumatics,PI-FLD-RECEIVER-2-V,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_pneumatics,PI-FLD-LINE-DIAM,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_pneumatics,PI-FLD-VALVE-C1-CV,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_pneumatics,PI-FLD-VALVE-C2-CV,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_pneumatics,PI-FLD-DEAD-VOLUME,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_numerics,PI-FLD-INTEGRATION-STEP,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_numerics,PI-FLD-SIM-TIME-DEFAULT,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_numerics,PI-FLD-CONTACT-LOSS-LIMIT,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_flags_modes,PI-FLD-DIAG-AUTO-EXIT,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_flags_modes,PI-FLD-DIAG-AUTO-CRASH,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
FIELDGROUP-WS-INPUTS-group_flags_modes,PI-FLD-SYMMETRY-LOCK,WS-INPUTS,optimized,contains,0.02,designed_target,Field group contains field.
TREE-WS-INPUTS,ROOT-WS-INPUTS,WS-INPUTS,optimized,open_direct,0.35,designed_target,Operational action→feedback route.
ROOT-WS-INPUTS,IN-TASK-SELECT-GROUP,WS-INPUTS,optimized,task_flow,0.22,designed_target,Operational action→feedback route.
IN-TASK-SELECT-GROUP,IN-TASK-EDIT-GEOMETRY,WS-INPUTS,optimized,task_flow,0.18,designed_target,Operational action→feedback route.
IN-TASK-EDIT-GEOMETRY,IN-TASK-SELECT-SPRING-CONFIG,WS-INPUTS,optimized,task_flow,0.16,designed_target,Operational action→feedback route.
IN-TASK-SELECT-SPRING-CONFIG,IN-CHECK-SPRING-VIS,WS-INPUTS,optimized,checks,0.12,designed_target,Operational action→feedback route.
IN-CHECK-SPRING-VIS,IN-FEEDBACK-C1C2,WS-INPUTS,optimized,feedback,0.08,designed_target,Operational action→feedback route.
