path,sha256,size_bytes
PYTEST_FULL_R31D_2026-03-22.log,e617442b209979ecdeb846003469c863c1754c9f9c9157799b1fb2b82499dea1,603
PYTEST_TARGETED_R31F_2026-03-22.log,4a00849685fd9a1ff8019a6eb2ebba94e0d753946929b006f3ce408d8459b2a2,99
PYTEST_TARGETED_R31G_2026-03-22.log,d102b3751df9da139144b042965e25add3fc814ef85b86c831a53aeac3e636ae,99
R115_FILELIST.txt,075fc88923d3b024ef819f1a147c969621af6b0a131f8ab4e7341f317928ee8b,1533
R21_BUNDLE_SMOKE_2026-03-19.json,96c7d290a91ddc61fd8e931c3de1f29699b585dfde43d691678df3849b0510c2,600
R21_BUNDLE_SMOKE_2026-03-19.md,66103557b7647a47be59dd9ebd10204e34d8c8041ff78b9413584aa8a9ae5118,461
R31B_AUDIT_2026-03-22.md,55bdf32f00e0e585664db72fdaabaec4c4f27c68e54804af0af66715a2002beb,4023
R31D_AUDIT_2026-03-22.md,b8bfa6f422be20e0e20348836183bb9e1dbea747cfc719bc09a3d499453feac5,1352
R31F_AUDIT_2026-03-22.md,56789d5195e6404c02d31e5d76b980dfef2ee9fa6321eb17917ae428366ca2e9,3156
R31G_CPU_DETAIL_AUDIT_2026-03-22.md,86775ea31556351feae33c505fb290684938bffa3bafee7d5d6002f02db98bae,3878
README.md,e104d822b5c758eaa571e5e099acb32d99a3dce9ae8be3566bc8474685699237,19199
RELEASE_BUILD_REPORT_R18_2026-03-19.md,ea06345a9e034ed3ef47ccc0d0447872610249f534e737e328858a42ff40d7f2,331
RELEASE_MANIFEST_R18_2026-03-19.md,8b847de8719faa4b9fd08715bf09f32b2d0e52fb1cb35931e128832edc69e379,578
RELEASE_NOTES_ETALON_v6_80_R147.txt,05ba266eece923e62bdd9447bc9cdef879c7553dbce167ab4fddfb339f75c3c8,1408
RELEASE_NOTES_ETALON_v6_80_R148.txt,d52ddf56b2123230217f84baebab44f400a567bc87c8a63d356f7442bc86b8b3,1933
RELEASE_NOTES_ETALON_v6_80_R149.txt,28a12d31368ce8cccf18163dffcd940ebf65369cb5011e7fd59c8c33da557fbd,1125
RELEASE_NOTES_ETALON_v6_80_R150.txt,fb32211624ffeadef80dd019c654beaa7d975f2f609e58cb43dbf389efd2ebfa,2342
RELEASE_NOTES_ETALON_v6_80_R153.txt,7f65c7db274c5b542f28a2f566b376e5fde31644085760f39c772ebf1a36955c,699
RELEASE_NOTES_ETALON_v6_80_R157.txt,e29a220f9950062abaec205921768ef2947814b391a613892c31d7b3bb63831f,1223
RELEASE_NOTES_LATEST.txt,291bdd919d14a741044c278ab6a59dffbf18b9263af49c3f74de000ccd874b30,32
RELEASE_NOTES_PneumoApp_v6_80_R167.txt,c066487bdca3fbdffef37e7acab6363d0c40710c4a889ba6dc0635327ad82f8e,881
RELEASE_NOTES_PneumoApp_v6_80_R168.txt,b01d4dd69bb886a4c6fe7ef38cc7d1751dfbed36001dec54489e0b89155d4d91,2216
RELEASE_NOTES_PneumoApp_v6_80_R169.txt,30c4d0c426bc9b441ebab7d6066ed3a7b550a2b18d0cb3fa3fe2696f295f692e,637
RELEASE_NOTES_PneumoApp_v6_80_R176_WINDOWS_2026-03-15.md,aa66e5f6561b8dd43a2eba1fdf3f4e57dfb5e19607705351fb649eb637408511,3652
RELEASE_NOTES_R18_2026-03-19.md,edc04999d9b78942dcffe635467d3880dd5be1ffa9a3604302eeb0d677595bfb,1262
RELEASE_NOTES_R19_2026-03-19.md,0bd914d24544b4f1eed66224d7bd242596170397352b59286fc39f1704d3cb54,779
RELEASE_NOTES_R20_2026-03-19.md,b06e20f3698a386b01502ef978243ecc33c6a58c190418a5e2b9b78dd2581d72,1180
RELEASE_NOTES_R21_2026-03-19.md,4670c5979ff245ba4d42b7fe9fed0ba7810ec77efdb637a79ccf6b07b4f5ab33,923
RELEASE_NOTES_R22_2026-03-19.md,f0989f6d651308741f2645be6debd9fe10b673682b4858c4f75c7e606f0246c9,581
RELEASE_NOTES_R24_2026-03-20.md,bb5df27f717b9aa38dc24e7f3c408c384b9eb1869c3479ba0e146f4fda5ee53d,902
RELEASE_NOTES_R25_2026-03-20.md,aa0fcee470eca8a50969da7ab1a69e7c83844d49515ab1145f022e963f49494b,313
RELEASE_NOTES_R31A_2026-03-22.md,691f9cd4be199b410fe8d5fb93d673ce89d7fca468b8489a519fa0ca6601fee9,1311
RELEASE_NOTES_R31B_2026-03-22.md,7052032524607f7917c0e5b7e5d639a7b895c51646ca8fc3cd588cace2fc0d6c,2260
RELEASE_NOTES_R31D_2026-03-22.md,47da09a698eb89c56be34e026b1e2d9eedbb431936be322eb25d2f45680b6eae,2371
RELEASE_NOTES_R31F_2026-03-22.md,131271ec796c825e8cd6822fb861b47d7cf7e24c4764e236212022b2017f8900,2809
RELEASE_NOTES_R31G_2026-03-22.md,a2b81614afbcb662132e2340b7e04af8ee0bf40f41d52fe6177cba82c54c330f,1461
RELEASE_NOTES_v6_74.md,456a4c8a8d51ab6245ebee8a3eed5126d2781fd6e4de242cd434c1019bccc1ab,2400
RELEASE_NOTES_v6_76.md,2126119707eaec4adb21d421e99c182a231f574a13482a01453170e86c5bb1b5,2057
RELEASE_NOTES_v6_77.md,bfcd859ae3b064b773ab58ade48b93ae3f334d3b1491fce7f85a3c057d0fb2e1,1199
RELEASE_NOTES_v6_79.md,5e5e8c3ec92144660bc9e51fcc857a680c2519106d1b6d7e8082157ef9f41215,2573
RELEASE_NOTES_v6_80.md,37826626ee13b6351c3d16bb1072059f8c8294a8cf60ebc23a5b21a95f81cff0,2253
RELEASE_SUMMARY_R18_2026-03-19.md,27922061a90053dd4256d7340d287b452c474c74ac04a81f4072da804630b027,681
RELEASE_SUMMARY_R20_2026-03-19.md,c5c1b0855cc00ac2d0c207eb4b1b537fed0ed22770cb58449e3510fb9123f97d,1844
RELEASE_SUMMARY_R21_2026-03-19.md,15d80f0bb261014583d2d55ccac080e8375485123403c93b5b92d41f9d4baaa7,1083
RELEASE_SUMMARY_R22_2026-03-19.md,7b1ef7cb59219283b7b05350c09d876f2a88ec79cea3667e340c08c2bbb99bce,904
RELEASE_SUMMARY_R23_2026-03-20.md,d189231fb7c41e33cfbebb8ed984af9d011df7fe5d18136622535c11adddecd8,1530
RELEASE_SUMMARY_R24_2026-03-20.md,f615ee6700a5fa6c0b5dc6c808dc0ef54262489f9006be272601c08acee5d156,396
RELEASE_SUMMARY_R25_2026-03-20.md,980b19b56fefd696bb4bd7510bc3c70c47d1779a949ccc7037959e9e096afdbb,2344
START_PNEUMO_APP.cmd,ae4d2c9fcb3477a69acb76b3654535f31d927d5287d506ce40ec867888408b1d,598
START_PNEUMO_APP.py,b64bca7d4a75605a16acf1e3a5d8d6497c0bc0ff3aeee52c818d8cb830b82b46,81217
START_PNEUMO_APP.pyw,5bb746ea8396b5e24778d37ee197beebd594b04a2a60bfe749104832c1a45d3f,3647
START_PNEUMO_APP.vbs,0f50d11204fb608471f36b7b64f655b9aeb5c41383d1561f3f3da1456f7be219,382
TODO_MASTER_v8_R30_ADDENDUM_2026-03-21.md,6e9f16d1537bcbf5ade0ae5f11e84b17b9caa445d527cdea8c82102942457c04,1466
TODO_MASTER_v9_R31G_ADDENDUM_2026-03-22.md,efafc59b61a311a00a2884915ae77edf9b8ce59b9e671c812fe7feb57e9d6997,1401
VERSION.txt,cc1e317ea55893b027a15d5eeec7274bf675e4952bed8fe8bad266ef20c225fa,416
WISHLIST_MASTER_v13_R30_ADDENDUM_2026-03-21.md,794ad781d7b96a3618c3f6de61c9781cc3512dd4a37f75eac3a1fc2c33f82de9,745
WISHLIST_MASTER_v14_R31G_ADDENDUM_2026-03-22.md,4b4a4ca9b24750fc9855f17dd967ceae3b10601e3fd8a35dd179d909580a0618,713
app.py,980d31edb841e15c21f70bf3ea021d7b7d483776e84a6c904d7d898befcf1818,23992
compare_ui.py,647a503e46db8927bb78a3180273866fadbda0bfbaf5a881e700da3aaa4135a2,375
diagnostics_runs/README_DIAGNOSTICS_RUNS.txt,ba6761c653e0ea1bfccc52e2471c5172743cdd784540f944d49acc19251fc4c1,20
diagnostics_runs/RUN_SELFCHECK_20260319_101107/selfcheck_intent.json,eed867e01b7f710d61c5a1c410605c479008745fd3e1423baf4b080ecf42ccf2,295
diagnostics_runs/RUN_SELFCHECK_20260319_101107/selfcheck_report.json,e80a249c567beeea761c2768c5e0693ae261e7e807ddea23f11a6ccd4aa74011,2498
diagnostics_runs/RUN_SELFCHECK_20260319_101107/selfcheck_report.md,610fc0a618e594ae0421c4b9eb06e7ec758afd05c0f064c017574d0a78756100,1379
diagnostics_runs/RUN_SELFCHECK_20260319_101107/selfcheck_verdict.json,cb712e2161926216b75af7de9fbc55f9812e066e063b69b9cced2e3a3676d7eb,206
diagnostics_runs/RUN_SELFCHECK_20260319_101107/steps/compileall/stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
diagnostics_runs/RUN_SELFCHECK_20260319_101107/steps/compileall/stdout.txt,3ae324f17a6468c3b052bd672f6e2b8f902cb4d5a44c74854b7e2751948ddff9,27000
diagnostics_runs/RUN_SELFCHECK_20260319_101107/steps/event_markers_smoke/stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
diagnostics_runs/RUN_SELFCHECK_20260319_101107/steps/event_markers_smoke/stdout.txt,eeee11da23a6b854d45abb18b64366d679a15e8aed2550c9d802a6a107f8627f,19
diagnostics_runs/RUN_SELFCHECK_20260319_101107/steps/import_smoke/stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
diagnostics_runs/RUN_SELFCHECK_20260319_101107/steps/import_smoke/stdout.txt,7bcd5cf2de123a466b6fa57a79eeb341ff6599f22de4a5621eb474dda679929e,13
diagnostics_runs/RUN_SELFCHECK_20260319_101107/steps/influence_t_synth/stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
diagnostics_runs/RUN_SELFCHECK_20260319_101107/steps/influence_t_synth/stdout.txt,a9cd968f04a9559d5351b0c4569d491cf8563d6a0723d064d73c26a674b2621b,24
diagnostics_runs/RUN_SELFCHECK_20260319_101107/steps/penalty_targets_registry_smoke/stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
diagnostics_runs/RUN_SELFCHECK_20260319_101107/steps/penalty_targets_registry_smoke/stdout.txt,77cd837e3e396407d8d840633b8c2ebd5f08e05339b23b0a1819aca526bcc031,31
diagnostics_runs/RUN_SELFCHECK_20260319_101107/steps/road_surface_schema_smoke/stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
diagnostics_runs/RUN_SELFCHECK_20260319_101107/steps/road_surface_schema_smoke/stdout.txt,e472d5056b3617cc76f5449e1206d51f919f3082d42f8e010107561c28167d7d,61
diagnostics_runs/RUN_SELFCHECK_20260319_101107/steps/suite_speed_len_smoke/stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
diagnostics_runs/RUN_SELFCHECK_20260319_101107/steps/suite_speed_len_smoke/stdout.txt,2dd2dfa564a0b9010bfecf899419baf88b02b659988ff7b93842f0c24668c876,28
diagnostics_runs/RUN_SELFCHECK_20260319_101107/steps/workspace_dirs_contract/stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
diagnostics_runs/RUN_SELFCHECK_20260319_101107/steps/workspace_dirs_contract/stdout.txt,bec728551e7c145287bdf9f4a70143d28e57b45b6565106e1129241070806b3c,18
diagnostics_runs/RUN_SELFCHECK_20260321_100028/selfcheck_intent.json,911290b99f0bf7ac4bdfb8766ba78716a38a0503b8350dd85dd36d3a52dfd958,259
diagnostics_runs/RUN_SELFCHECK_20260321_100028/selfcheck_report.json,e12885e22d6c658108fbc18504fd81db35f1a7843e1c849496804458bf13af92,2499
diagnostics_runs/RUN_SELFCHECK_20260321_100028/selfcheck_report.md,cd6caf4802ffafc7f5586654ca6478db5b102cb1e4f9232a1ea81c0ef5ad4ba5,1379
diagnostics_runs/RUN_SELFCHECK_20260321_100028/selfcheck_verdict.json,d757e52e378f1f9e5578ab18507eee386bc13090d7bb932532f00aa0fc81dd63,170
diagnostics_runs/RUN_SELFCHECK_20260321_100028/steps/compileall/stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
diagnostics_runs/RUN_SELFCHECK_20260321_100028/steps/compileall/stdout.txt,6207955c517c1537670bfc9625b211ac36d7d14eab61ce9353983d97e3a55b09,49103
diagnostics_runs/RUN_SELFCHECK_20260321_100028/steps/event_markers_smoke/stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
diagnostics_runs/RUN_SELFCHECK_20260321_100028/steps/event_markers_smoke/stdout.txt,eeee11da23a6b854d45abb18b64366d679a15e8aed2550c9d802a6a107f8627f,19
diagnostics_runs/RUN_SELFCHECK_20260321_100028/steps/import_smoke/stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
diagnostics_runs/RUN_SELFCHECK_20260321_100028/steps/import_smoke/stdout.txt,7bcd5cf2de123a466b6fa57a79eeb341ff6599f22de4a5621eb474dda679929e,13
