t,ax,ay
7.48,0.0,2.05761316872428
7.49,0.0,2.05761316872428
7.5,0.0,2.05761316872428
7.51,0.0,2.05761316872428
7.52,0.0,2.05761316872428
7.53,0.0,2.05761316872428
7.54,0.0,2.05761316872428
7.550000000000001,0.0,2.05761316872428
7.5600000000000005,0.0,2.05761316872428
7.57,0.0,2.05761316872428
7.58,0.0,2.05761316872428
7.59,0.0,2.05761316872428
7.6,0.0,2.05761316872428
7.609999999999999,0.0,2.05761316872428
7.62,0.0,2.05761316872428
7.63,0.0,2.05761316872428
7.640000000000001,0.0,2.05761316872428
7.65,0.0,2.05761316872428
7.66,0.0,2.05761316872428
7.67,0.0,2.05761316872428
7.68,0.0,2.05761316872428
7.6899999999999995,0.0,2.05761316872428
7.7,0.0,2.05761316872428
7.71,0.0,2.05761316872428
7.720000000000001,0.0,2.05761316872428
7.73,0.0,2.05761316872428
7.74,0.0,2.05761316872428
7.75,0.0,2.05761316872428
7.76,0.0,2.05761316872428
7.77,0.0,2.05761316872428
7.78,0.0,2.05761316872428
7.79,0.0,2.05761316872428
7.800000000000001,0.0,2.05761316872428
7.8100000000000005,0.0,2.05761316872428
7.82,0.0,2.05761316872428
7.83,0.0,2.05761316872428
7.84,0.0,2.05761316872428
7.85,0.0,2.05761316872428
7.859999999999999,0.0,2.05761316872428
7.87,0.0,2.05761316872428
7.88,0.0,2.05761316872428
7.890000000000001,0.0,2.05761316872428
7.9,0.0,2.05761316872428
7.91,0.0,2.05761316872428
7.92,0.0,2.05761316872428
7.93,0.0,2.05761316872428
7.9399999999999995,0.0,2.05761316872428
7.95,0.0,2.05761316872428
7.96,0.0,2.05761316872428
7.970000000000001,0.0,2.05761316872428
7.98,0.0,2.05761316872428
7.99,0.0,2.05761316872428
8.0,0.0,2.05761316872428
8.01,0.0,2.05761316872428
8.02,0.0,2.05761316872428
8.030000000000001,0.0,2.05761316872428
8.04,0.0,2.05761316872428
8.05,0.0,2.05761316872428
8.06,0.0,2.05761316872428
8.07,0.0,2.05761316872428
8.08,0.0,2.05761316872428
8.09,0.0,2.05761316872428
8.1,0.0,2.05761316872428
8.11,0.0,2.05761316872428
8.120000000000001,0.0,2.05761316872428
8.129999999999999,0.0,2.05761316872428
8.14,0.0,2.05761316872428
8.15,0.0,2.05761316872428
8.16,0.0,2.05761316872428
8.17,0.0,2.05761316872428
8.18,0.0,2.05761316872428
8.19,0.0,2.05761316872428
8.2,0.0,2.05761316872428
8.21,0.0,2.05761316872428
8.22,0.0,2.05761316872428
8.23,0.0,2.05761316872428
8.24,0.0,2.05761316872428
8.25,0.0,2.05761316872428
8.26,0.0,2.05761316872428
8.27,0.0,2.05761316872428
8.280000000000001,0.0,2.05761316872428
8.29,0.0,2.05761316872428
8.3,0.0,2.05761316872428
8.31,0.0,2.05761316872428
8.32,0.0,2.05761316872428
8.33,0.0,2.05761316872428
8.34,0.0,2.05761316872428
8.35,0.0,2.05761316872428
8.36,0.0,2.05761316872428
8.370000000000001,0.0,2.05761316872428
8.379999999999999,0.0,2.05761316872428
8.39,0.0,2.05761316872428
8.4,0.0,2.05761316872428
8.41,0.0,2.05761316872428
8.42,0.0,2.05761316872428
8.43,0.0,2.05761316872428
8.44,0.0,2.05761316872428
8.45,0.0,2.05761316872428
8.46,0.0,2.05761316872428
8.47,0.0,2.05761316872428
8.48,0.0,2.05761316872428
8.49,0.0,2.05761316872428
8.5,0.0,2.05761316872428
8.51,0.0,2.05761316872428
8.52,0.0,2.05761316872428
8.530000000000001,0.0,2.05761316872428
8.54,0.0,2.05761316872428
8.55,0.0,2.05761316872428
8.56,0.0,2.05761316872428
8.57,0.0,2.05761316872428
8.58,0.0,2.05761316872428
8.59,0.0,2.05761316872428
8.6,0.0,2.05761316872428
8.61,0.0,2.05761316872428
8.620000000000001,0.0,2.05761316872428
8.629999999999999,0.0,2.05761316872428
8.64,0.0,2.05761316872428
8.65,0.0,2.05761316872428
8.66,0.0,2.05761316872428
8.67,0.0,2.05761316872428
8.68,0.0,2.05761316872428
8.69,0.0,2.05761316872428
8.7,0.0,2.05761316872428
8.71,0.0,2.05761316872428
8.72,0.0,2.05761316872428
8.73,0.0,2.05761316872428
8.74,0.0,2.05761316872428
8.75,0.0,2.05761316872428
8.76,0.0,2.05761316872428
8.77,0.0,2.05761316872428
8.780000000000001,0.0,2.05761316872428
8.79,0.0,2.05761316872428
8.8,0.0,2.05761316872428
8.81,0.0,2.05761316872428
8.82,0.0,2.05761316872428
8.83,0.0,2.05761316872428
8.84,0.0,2.05761316872428
8.85,0.0,2.05761316872428
8.86,0.0,2.05761316872428
8.870000000000001,0.0,2.05761316872428
8.879999999999999,0.0,2.05761316872428
8.89,0.0,2.05761316872428
8.9,0.0,2.05761316872428
8.91,0.0,2.05761316872428
8.92,0.0,2.05761316872428
8.93,0.0,2.05761316872428
8.94,0.0,2.05761316872428
8.95,0.0,2.05761316872428
8.96,0.0,2.05761316872428
8.97,0.0,2.05761316872428
8.98,0.0,2.05761316872428
8.99,0.0,2.05761316872428
9.0,0.6944444444444571,2.05761316872428
9.01,1.3888888888889142,0.0
9.02,1.3888888888889142,0.0
9.03,1.3888888888889142,0.0
9.04,1.3888888888888005,0.0
9.05,1.3888888888888005,0.0
9.06,1.3888888888889142,0.0
9.07,1.3888888888889142,0.0
9.08,1.3888888888889142,0.0
9.09,1.3888888888889142,0.0
9.1,1.3888888888890278,0.0
9.11,1.3888888888889142,0.0
9.12,1.3888888888886868,0.0
9.13,1.3888888888889142,0.0
9.14,1.3888888888890278,0.0
9.15,1.3888888888889142,0.0
9.16,1.3888888888888005,0.0
9.17,1.3888888888889142,0.0
9.18,1.3888888888890278,0.0
9.19,1.3888888888890278,0.0
9.2,1.3888888888888005,0.0
9.21,1.3888888888886868,0.0
9.22,1.3888888888890278,0.0
9.23,1.3888888888890278,0.0
9.24,1.3888888888888005,0.0
9.25,1.3888888888888005,0.0
9.26,1.3888888888890278,0.0
9.27,1.3888888888890278,0.0
9.28,1.3888888888889142,0.0
9.29,1.3888888888888005,0.0
9.3,1.3888888888886868,0.0
9.31,1.3888888888890278,0.0
9.32,1.3888888888889142,0.0
9.33,1.3888888888888005,0.0
9.34,1.3888888888889142,0.0
9.35,1.3888888888890278,0.0
9.36,1.3888888888889142,0.0
9.37,1.3888888888888005,0.0
9.38,1.3888888888886868,0.0
9.39,1.3888888888889142,0.0
9.4,1.3888888888889142,0.0
9.41,1.3888888888889142,0.0
9.42,1.3888888888889142,0.0
9.43,1.3888888888889142,0.0
9.44,1.3888888888889142,0.0
9.45,1.3888888888888005,0.0
9.46,1.3888888888888005,0.0
9.47,1.3888888888889142,0.0
9.48,1.3888888888889142,0.0
9.49,1.3888888888889142,0.0
9.5,1.3888888888889142,0.0
9.51,1.3888888888889142,0.0
9.52,1.3888888888889142,0.0
9.53,1.3888888888889142,0.0
9.54,1.3888888888888005,0.0
9.55,1.3888888888889142,0.0
9.56,1.3888888888889142,0.0
